Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	dsc_2	dsc_4	dsc_6	dsc_8	dsc_10	dsc_27	dsc_28	dsc_29	dsc_30	dsc_31
ENSG00000171603	19485	24379	24840	22294	24232	26503	27244	19890	28827	22736	23584	24180	22264	21494	46
ENSG00000271264	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
ENSG00000280113	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000178585	752	842	905	706	729	1021	834	675	1201	679	1008	1067	845	790	0
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	0	1	0	0	0	0	1	0	0	0	1	1	3	2	0
ENSG00000162441	1061	1227	1133	1061	1262	1462	1188	909	1234	1269	1313	1685	1615	1360	0
ENSG00000228150	5	2	5	3	2	8	5	1	3	3	15	6	4	10	0
ENSG00000173614	278	270	240	228	254	359	290	231	193	217	389	360	394	307	1
ENSG00000202415	2	4	1	1	1	2	0	1	0	0	1	2	0	0	0
ENSG00000283611	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0
ENSG00000265521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	3	4	5	8	3	13	4	9	2	8	5	4	10	6	0
ENSG00000130939	1666	2103	2058	1848	1980	2486	2474	1832	2062	1912	1997	2422	2494	1939	2
ENSG00000224340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233623	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000201746	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
ENSG00000054523	2047	2307	2456	2310	2315	2882	3018	2194	3999	2641	2734	3126	3360	2587	6
ENSG00000264881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199562	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
ENSG00000264501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	0	4	5	5	0	1	5	5	8	2	5	6	13	9	0
ENSG00000284642	3	3	6	9	1	7	5	4	7	2	23	12	9	11	0
ENSG00000142657	5846	5233	5738	4627	6033	7843	5381	4497	6024	5409	7302	6261	6058	5317	10
ENSG00000271989	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0
ENSG00000251503	1	2	0	4	3	2	1	0	1	0	1	2	3	0	0
ENSG00000175279	22	25	26	13	31	30	24	26	21	32	34	41	37	28	0
ENSG00000241563	0	3	0	2	0	1	0	3	1	1	7	8	4	3	0
ENSG00000160049	1079	1261	1132	1028	1231	1528	1439	941	1019	1176	1321	1532	1511	1265	1
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	383	451	447	359	483	542	501	408	464	393	552	486	409	352	0
ENSG00000287727	0	0	1	0	0	1	0	0	0	0	1	2	2	7	0
ENSG00000243267	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0
ENSG00000130940	12	22	65	27	41	29	34	35	70	52	20	17	40	28	0
ENSG00000272078	3	7	6	4	10	5	5	6	8	8	6	4	7	5	0
ENSG00000225158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175262	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0
ENSG00000215785	0	0	0	0	1	0	0	1	0	0	3	2	3	0	0
ENSG00000120948	1435	1531	1854	1556	1686	2030	1717	1478	1790	1558	2311	2593	2752	2133	3
ENSG00000277726	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSG00000009724	9	14	21	21	9	13	26	10	41	20	45	64	63	54	0
ENSG00000271895	4	19	9	19	10	3	24	11	19	4	51	42	36	34	0
ENSG00000116649	2030	1858	1639	1370	1606	2476	1557	1169	1796	1197	3050	2226	1785	1557	4
ENSG00000171824	1739	2336	2307	2292	2229	2514	2579	2304	2320	2284	2293	2860	3038	2517	8
ENSG00000226849	4	3	2	2	0	4	4	0	3	2	14	22	15	10	0
ENSG00000230337	9	7	15	10	9	17	11	8	8	14	15	8	10	15	0
ENSG00000198793	1632	2001	2177	2100	1929	2573	2620	1976	2210	2154	2189	2453	2625	2241	4
ENSG00000225602	0	0	0	0	0	0	0	0	0	0	1	2	5	4	0
ENSG00000253086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171819	468	873	345	556	398	817	1062	326	920	430	697	1106	386	661	0
ENSG00000207451	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000238173	0	2	0	0	6	0	2	0	0	2	0	0	0	0	0
ENSG00000120942	522	695	586	500	686	775	774	517	838	659	589	669	610	552	1
ENSG00000238199	0	0	0	0	2	0	1	0	0	3	3	1	1	3	0
ENSG00000284646	1	1	0	6	0	3	1	1	3	4	2	2	0	3	0
ENSG00000224338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204624	13	36	14	30	29	15	44	17	40	30	12	39	10	28	1
ENSG00000285833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0
ENSG00000284708	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	15	31	6	14	15	37	46	23	9	16	42	57	14	27	0
ENSG00000132879	381	521	418	419	458	462	543	365	462	428	985	917	578	704	0
ENSG00000116663	90	97	67	57	86	128	138	73	87	102	135	125	74	64	0
ENSG00000116670	577	908	646	526	792	875	1091	618	1175	808	1228	1578	849	850	1
ENSG00000162490	437	1255	209	153	454	489	1138	153	1164	472	557	1196	259	163	3
ENSG00000177674	586	689	646	502	574	855	822	509	755	687	904	832	535	497	0
ENSG00000215910	0	0	1	0	1	1	0	0	0	1	0	2	0	0	0
ENSG00000177553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177000	553	824	675	750	726	858	940	610	989	739	1017	1147	953	939	2
ENSG00000011021	1121	1380	1399	835	1903	1539	1375	1083	733	1652	1791	1646	1750	1039	2
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	1	1	1	2	1	2	3	3	1	4	14	4	3	8	0
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224904	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000285646	6	13	8	13	12	13	19	8	8	4	19	22	17	16	0
ENSG00000199347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201801	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000116685	1472	1640	1579	1335	1643	1844	1656	1221	1480	1372	2439	2353	1950	1645	4
ENSG00000083444	18312	25774	23429	16775	17028	21570	23095	16884	21049	13153	23653	27326	20593	17931	41
ENSG00000287384	1	1	1	1	1	1	2	0	1	0	0	6	5	3	0
ENSG00000116688	1881	1970	2071	1736	2041	2683	2260	1733	2377	2067	2593	2314	2196	2032	5
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116691	240	293	302	277	302	331	326	254	267	290	695	455	437	426	0
ENSG00000202461	0	0	0	2	0	1	3	0	3	1	2	4	0	1	0
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120949	0	1	0	0	0	3	2	0	1	0	1	0	1	0	0
ENSG00000201135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	18	5	16	8	6	39	5	6	12	4	28	8	4	3	0
ENSG00000263676	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	1006	1271	1209	1572	1153	1218	1209	1045	1193	863	1494	1885	1869	1618	0
ENSG00000239149	1	0	0	2	0	1	1	3	0	0	3	6	1	4	0
ENSG00000229484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162496	100	82	115	242	205	121	57	70	134	73	147	113	81	282	0
ENSG00000221340	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0
ENSG00000276830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272482	3	4	2	6	1	2	2	1	3	4	2	0	4	4	0
ENSG00000204518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116721	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	0	2	3	0	2	0	0	0	2	5	5	5	1	7	0
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275774	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	0	0	0	1	0	0	0	2	1	2	4	0
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000204479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000162494	2	3	1	2	0	0	1	0	0	0	0	5	1	0	0
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	4014	5021	2205	2986	5320	2971	2901	983	3256	2690	4400	5726	2409	3386	9
ENSG00000222952	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000237445	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000116731	1224	1482	1397	1544	1615	1475	1483	1128	1787	1409	1731	1924	2088	1740	2
ENSG00000189337	178	70	105	75	94	243	55	52	64	72	282	85	115	97	0
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	0	0	1	1	1	2	1	0	0	2	0	1	0	5	0
ENSG00000171729	145	102	187	162	189	154	89	122	172	110	214	141	266	249	0
ENSG00000204464	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
ENSG00000215720	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278480	1	0	0	0	0	0	0	0	0	0	0	1	2	4	0
ENSG00000142621	0	0	1	2	1	3	1	0	1	3	1	9	0	2	0
ENSG00000233485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228140	3	4	2	1	0	1	1	1	1	1	2	4	2	6	0
ENSG00000142634	1402	1576	1632	1370	1341	1492	1398	1066	1712	1125	2426	1941	1612	1824	0
ENSG00000162438	0	0	0	1	3	2	3	0	2	2	7	12	5	5	0
ENSG00000142615	0	0	0	0	0	0	2	0	0	0	0	3	7	0	0
ENSG00000215704	2	1	3	3	0	2	1	0	2	2	2	3	4	5	0
ENSG00000132906	204	317	372	316	204	295	350	230	323	184	350	427	347	358	1
ENSG00000116138	699	759	834	775	721	883	726	623	709	618	743	868	979	688	2
ENSG00000251866	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000272510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116771	23	21	24	12	7	25	14	12	19	6	34	24	13	8	0
ENSG00000237301	0	1	0	0	2	0	1	0	1	1	4	2	0	1	0
ENSG00000235084	5	4	1	3	8	6	3	5	5	8	25	24	21	18	1
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	432	453	484	429	468	639	578	418	663	518	601	650	727	496	1
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSG00000116786	2502	3188	3370	2498	2431	3347	3469	2781	3290	2636	3777	3509	3225	2687	3
ENSG00000237938	2	3	5	5	3	12	16	5	8	7	17	19	17	11	0
ENSG00000162461	28	56	38	44	21	42	48	35	30	22	98	106	76	71	0
ENSG00000224459	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000162460	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
ENSG00000162458	1714	1823	1676	1379	1029	2330	1960	1243	1580	952	2265	1916	1546	1359	5
ENSG00000224321	2	3	1	0	6	0	0	0	2	4	5	4	2	7	2
ENSG00000233954	51	65	65	30	107	71	75	66	51	76	129	227	166	143	1
ENSG00000178715	13	8	4	3	12	10	8	2	10	3	96	63	5	79	0
ENSG00000179743	45	114	84	59	88	78	116	51	113	81	134	164	89	111	0
ENSG00000065526	1597	1940	2052	2444	2019	2181	2942	1997	3722	2460	2049	2197	2425	1961	1
ENSG00000270620	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000116809	531	793	633	570	656	750	778	524	822	646	1164	1134	879	906	0
ENSG00000234607	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	44	41	18	15	46	44	34	13	35	54	54	33	16	15	0
ENSG00000186510	0	1	1	2	0	0	1	0	0	1	1	2	1	0	0
ENSG00000232456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184908	4	7	5	8	5	6	2	14	7	2	12	14	3	8	0
ENSG00000185519	1	0	1	3	1	2	1	0	6	0	3	0	1	2	0
ENSG00000142627	3471	3051	4659	3641	3344	5690	4610	4614	5333	4074	5277	3613	4458	4236	5
ENSG00000227959	4	6	0	1	4	6	3	1	2	1	2	4	3	8	0
ENSG00000224621	2	1	0	1	1	1	1	1	3	1	1	2	0	7	0
ENSG00000234166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	373	695	505	605	370	575	894	452	853	509	710	1048	742	777	0
ENSG00000237276	29	38	36	37	29	49	53	23	42	29	69	40	31	43	0
ENSG00000288398	139	168	158	140	210	200	200	118	141	184	184	163	144	130	1
ENSG00000132881	126	98	108	100	131	164	131	83	89	135	146	139	103	115	0
ENSG00000233929	0	3	0	2	1	4	2	1	0	0	0	6	5	1	0
ENSG00000037637	675	739	770	719	781	1041	925	733	918	854	821	931	922	766	0
ENSG00000055070	4477	4965	5279	3997	4825	6492	5457	4355	6201	4369	4555	4388	4200	3522	2
ENSG00000226457	2	0	0	0	3	0	1	0	0	3	0	3	2	4	1
ENSG00000187144	0	0	0	1	0	1	0	0	1	1	2	2	7	1	0
ENSG00000157191	1532	1544	1680	1259	1474	1978	1570	1212	1433	1311	2085	2035	1823	1488	3
ENSG00000226029	4	24	16	14	19	15	19	10	20	22	50	46	60	49	0
ENSG00000080947	33	76	85	87	61	38	76	56	65	55	276	286	363	275	0
ENSG00000206652	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261135	0	1	0	1	0	0	0	2	1	2	0	3	2	1	0
ENSG00000285853	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000224174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233421	5	1	2	55	5	5	4	8	63	8	1	7	4	69	0
ENSG00000277344	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219481	438	486	602	535	629	563	584	549	640	655	630	730	1041	688	5
ENSG00000271732	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
ENSG00000215908	229	343	352	411	454	319	465	309	369	441	1183	949	989	939	1
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	8	21	11	25	8	6	15	13	13	12	125	235	148	156	0
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236698	9	7	5	8	5	8	11	8	4	13	32	36	19	16	0
ENSG00000268869	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058453	606	912	733	790	787	788	1225	710	795	835	2127	1932	1172	1568	3
ENSG00000227684	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000207389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186715	5	4	5	12	2	5	8	1	7	5	41	129	6	63	0
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000230239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	7	16	6	63	19	15	40	10	88	33	9	9	14	86	0
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	12	38	44	38	30	13	38	41	35	30	19	83	59	69	0
ENSG00000235241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272426	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0
ENSG00000117122	347	203	233	86	64	775	303	260	133	83	756	277	210	81	1
ENSG00000286898	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226526	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0
ENSG00000159363	1333	1208	2202	1322	1282	1796	1444	1760	1349	1357	1802	1185	1906	1337	2
ENSG00000117118	846	867	1101	789	904	1254	1074	936	1037	933	1154	1346	1500	1140	2
ENSG00000117115	2	4	8	2	1	5	0	7	0	1	3	0	2	3	0
ENSG00000204362	0	0	0	1	0	0	0	0	0	0	3	3	4	2	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0
ENSG00000142619	1	0	0	1	0	0	0	0	5	0	1	0	0	0	0
ENSG00000266634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	0	0	1	0	0	0	18	1	0	0	1	0	0
ENSG00000276747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179051	3312	3969	4358	3534	3965	4857	4974	3859	5128	4263	5246	5392	5385	4512	4
ENSG00000227751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074964	996	1385	1165	988	1139	1091	1342	807	1337	954	1724	2025	1361	1250	4
ENSG00000236648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117148	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000117154	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000280222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	0	0	1	1	0	1	1	1	10	0	0	1	2	0	0
ENSG00000235282	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000159423	504	616	569	561	607	648	726	502	628	666	770	667	590	622	0
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169991	1854	1823	2202	1738	1664	2463	2128	1759	2539	1702	2509	1957	2262	2006	2
ENSG00000272084	24	27	21	24	34	22	39	24	34	27	59	73	44	38	0
ENSG00000127481	3752	4558	4861	5478	4324	6081	7120	4994	8246	5508	6671	6986	8750	6093	2
ENSG00000230424	3	13	5	2	12	5	10	7	3	6	14	6	6	14	0
ENSG00000127463	4241	4738	4847	4387	4039	5092	4577	3506	4614	3329	5212	5604	5543	4650	5
ENSG00000053372	656	716	725	656	843	910	750	527	910	756	1054	1061	1115	896	0
ENSG00000286064	7	9	13	10	10	15	11	10	8	11	16	7	21	12	1
ENSG00000211454	3	6	4	2	1	7	7	0	7	3	7	19	11	10	0
ENSG00000162482	3	1	1	7	1	4	5	2	4	1	3	12	19	5	0
ENSG00000270728	29	31	18	20	26	45	40	23	42	27	30	45	46	35	0
ENSG00000053371	625	713	649	585	744	1030	880	618	771	705	929	1056	706	768	0
ENSG00000200403	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0
ENSG00000040487	526	611	590	450	573	645	718	552	690	567	789	692	594	575	0
ENSG00000077549	4557	4957	5209	4415	4975	6916	4692	4161	4505	4287	6485	5527	5771	5294	10
ENSG00000240490	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000173436	261	241	235	241	289	302	254	223	246	253	294	342	357	288	0
ENSG00000201609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000158747	1489	933	680	513	955	3170	1097	595	994	1055	2038	815	471	526	1
ENSG00000270136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	1	29	3	4	16	3	30	4	2	10	11	22	4	12	1
ENSG00000158748	0	0	0	1	0	0	0	2	1	1	5	1	0	0	0
ENSG00000162542	325	564	474	489	492	361	438	392	265	321	602	751	573	545	0
ENSG00000178828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	206	259	280	251	216	243	266	239	279	215	531	595	588	491	0
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000127472	1	0	0	2	1	0	0	1	0	1	5	3	2	1	0
ENSG00000117215	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ENSG00000158786	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162543	1	1	0	0	0	1	1	0	0	2	0	3	2	0	0
ENSG00000228105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000236963	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	871	1068	818	651	967	1178	1161	630	1015	1047	983	1281	864	652	3
ENSG00000090432	856	969	916	751	1031	1028	927	645	1169	882	1141	1195	978	819	1
ENSG00000215520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183114	3	3	0	0	0	1	2	0	0	0	1	2	0	1	0
ENSG00000158825	1	2	2	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000158828	540	784	606	453	528	825	784	507	637	573	704	569	421	377	0
ENSG00000284005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	250	373	348	293	312	375	476	289	329	303	275	392	368	281	0
