Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	msc_11	msc_12	msc_13	msc_14	msc_15
ENSG00000279243	0	0	0	0	0	0	0	0	0	0
ENSG00000286756	0	0	0	0	0	0	1	0	0	0
ENSG00000251562	633	1135	761	1641	667	1458	1047	1282	2456	1497
ENSG00000270117	0	0	0	0	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0	0	0	0	0
ENSG00000274072	0	0	0	0	0	0	0	0	0	0
ENSG00000270526	0	0	0	0	0	0	0	0	0	0
ENSG00000142186	2253	2222	2379	2002	2183	2332	2780	3634	3234	3505
ENSG00000168056	2441	4341	2045	2383	3413	2151	2310	3904	2781	3878
ENSG00000279093	0	0	0	0	0	0	0	0	0	0
ENSG00000260233	14	16	11	13	20	14	37	40	22	28
ENSG00000173465	303	270	301	255	355	299	370	363	275	259
ENSG00000176973	207	227	183	171	201	113	98	179	184	179
ENSG00000173442	1898	2331	2270	2242	2295	783	670	1106	1141	1167
ENSG00000173338	8	4	3	5	6	11	9	2	1	2
ENSG00000173327	3475	4198	4136	3299	3886	6379	5468	9546	7740	9625
ENSG00000197136	1961	2350	2323	2164	2234	2818	2198	2719	2471	3039
ENSG00000266041	0	0	0	0	0	0	0	0	0	0
ENSG00000213445	1665	2162	2024	1798	2275	1067	484	1073	1269	1764
ENSG00000265874	2	0	2	0	0	0	0	0	0	0
ENSG00000173039	2213	2490	2468	2022	2742	2553	2863	3087	2768	2569
ENSG00000285533	39	34	40	25	36	56	100	113	84	91
ENSG00000239356	0	0	0	0	0	0	0	0	0	0
ENSG00000172977	273	377	395	413	375	493	430	773	653	619
ENSG00000172922	316	403	414	382	555	605	455	756	785	726
ENSG00000214659	0	0	0	1	0	0	0	0	3	0
ENSG00000255557	0	0	1	0	0	0	1	0	0	0
ENSG00000254470	712	825	822	680	797	4155	2876	3986	3364	4520
ENSG00000172818	0	0	0	5	0	2	11	1	9	7
ENSG00000255120	1	0	0	0	0	13	40	14	1	1
ENSG00000255404	0	0	0	0	0	0	0	0	0	0
ENSG00000172757	21343	24188	25837	21063	25212	20744	15650	22819	24502	21771
ENSG00000172803	35	55	43	29	12	138	363	312	98	104
ENSG00000172732	704	859	877	806	938	658	510	637	754	738
ENSG00000172638	2591	3670	2456	2302	2587	325	258	614	568	566
ENSG00000172543	1	1	3	4	1	2	3	1	0	0
ENSG00000172500	1190	1245	1261	940	1180	1342	1360	1858	1609	1556
ENSG00000175602	962	858	682	562	849	863	482	585	663	617
ENSG00000175592	1503	1360	1816	1646	1922	347	166	107	73	68
ENSG00000175573	1258	1376	1338	1267	1581	759	1070	1564	1196	1124
ENSG00000175550	2121	1657	1775	1365	2033	1083	1121	1505	1512	1220
ENSG00000175513	1	0	0	0	0	2	3	3	2	3
ENSG00000175467	1472	1541	1629	1341	1863	1851	1676	2634	2405	2415
ENSG00000254867	0	0	0	0	0	0	0	0	0	0
ENSG00000175376	347	332	387	316	368	490	672	466	416	399
ENSG00000175334	1244	1403	1344	1330	1546	1343	1290	1474	1707	1407
ENSG00000175315	4	13	10	2	3	1	0	0	1	0
ENSG00000175294	68	68	84	67	83	0	0	0	0	0
ENSG00000175229	3	3	3	1	4	0	0	0	0	0
ENSG00000286459	0	0	0	0	0	0	0	0	0	0
ENSG00000087365	4643	5604	5514	4909	5826	6213	6103	6444	6424	5781
ENSG00000255038	1	0	0	0	0	0	0	0	0	0
ENSG00000175115	1884	2074	2011	1620	1753	2377	1719	2632	3009	2715
ENSG00000255320	30	20	22	17	16	28	22	34	28	25
ENSG00000174996	701	908	891	681	695	1531	1595	2004	1947	1683
ENSG00000254461	7	5	13	8	6	5	3	5	1	2
ENSG00000254855	0	1	1	0	1	1	1	3	0	0
ENSG00000254762	0	0	1	1	0	0	1	0	0	1
ENSG00000174903	2357	2866	2914	2308	2840	3078	3244	5053	4735	4801
ENSG00000245156	2	4	1	5	1	3	1	4	6	5
ENSG00000254452	0	0	0	0	0	0	0	0	0	0
ENSG00000174871	26	51	22	17	48	44	7	3	39	24
ENSG00000174851	1961	1891	1848	1453	2115	1192	1700	2192	1614	1862
ENSG00000179292	38	40	20	32	44	15	69	58	26	16
ENSG00000254458	4	1	1	0	0	1	0	1	0	0
ENSG00000174807	1979	293	183	124	170	739	1201	1001	265	111
ENSG00000174791	488	478	402	371	425	243	197	202	218	195
ENSG00000254756	1	2	0	3	3	4	1	0	0	1
ENSG00000174744	776	837	938	807	895	1087	1059	1237	1232	1164
ENSG00000174684	1040	1402	1038	985	1270	1302	1546	1891	1652	1559
ENSG00000255468	33	30	22	42	46	46	62	40	32	46
ENSG00000174669	190	234	238	315	345	69	103	55	90	91
ENSG00000276918	0	0	0	0	0	0	0	1	0	0
ENSG00000254736	0	0	0	0	0	0	0	0	0	0
ENSG00000202317	0	0	0	0	0	0	0	0	0	0
ENSG00000254510	16	25	22	21	38	0	0	0	0	0
ENSG00000174576	1	3	3	7	4	0	0	0	0	0
ENSG00000201733	0	0	0	0	0	0	0	0	0	0
ENSG00000174547	427	454	480	408	494	495	508	581	542	542
ENSG00000254596	0	0	0	0	0	0	0	0	0	1
ENSG00000174516	161	230	185	179	199	376	526	936	640	660
ENSG00000255517	15	15	40	17	15	18	50	68	42	62
ENSG00000254986	911	1085	1214	950	1030	1548	1313	1417	1768	1508
ENSG00000256349	0	0	0	0	0	0	0	0	0	0
ENSG00000174483	4	3	8	24	9	8	6	8	9	7
ENSG00000286688	2	0	2	1	1	0	1	0	3	1
ENSG00000174165	507	542	535	381	493	592	707	915	757	831
ENSG00000248746	1	0	5	0	1	4	4	3	5	0
ENSG00000250105	0	0	0	0	0	0	0	1	0	0
ENSG00000174080	717	1328	686	637	560	2726	6135	9994	5370	5716
ENSG00000182791	9	6	12	14	5	16	59	42	24	10
ENSG00000173992	337	371	415	322	434	544	836	846	657	707
ENSG00000199325	1	0	0	0	0	2	0	0	0	0
ENSG00000239306	992	1098	1098	829	1051	1321	1046	1131	1106	943
ENSG00000248643	2	4	3	7	3	3	2	5	0	0
ENSG00000173933	127	141	142	175	113	160	159	168	157	125
ENSG00000173914	467	606	522	492	621	427	410	750	541	567
ENSG00000173898	27	22	31	28	37	655	788	587	635	1073
ENSG00000239553	0	0	0	0	0	0	0	0	0	0
ENSG00000173715	113	178	181	168	139	142	116	114	134	109
ENSG00000213409	0	0	0	0	4	0	1	2	1	1
ENSG00000254984	0	0	0	0	0	0	0	0	0	0
ENSG00000173653	295	330	341	243	335	308	344	350	274	305
ENSG00000173599	934	1218	1340	1147	1227	1800	1113	2077	2819	3506
ENSG00000173621	1108	1622	1500	1102	1295	371	407	424	329	438
ENSG00000239099	0	0	0	0	0	0	0	0	0	0
ENSG00000266423	0	0	0	0	0	0	0	0	0	0
ENSG00000173237	0	0	0	0	0	0	0	0	0	0
ENSG00000173227	1	4	0	0	2	1	1	0	1	0
ENSG00000283326	0	0	0	0	0	0	0	0	0	0
ENSG00000173156	91	53	51	75	131	301	136	145	158	227
ENSG00000173120	2012	2496	2652	2360	2684	2344	2173	2347	1950	2014
ENSG00000179038	0	0	0	0	0	0	1	0	0	0
ENSG00000287934	3	12	8	6	5	4	5	1	8	0
ENSG00000173020	1519	2063	1967	1659	1817	1913	1957	2081	1870	1732
ENSG00000172932	661	940	956	675	731	936	1075	1234	1042	1013
ENSG00000172830	411	624	552	510	520	400	408	800	803	816
ENSG00000287851	0	0	0	4	0	3	1	0	0	1
ENSG00000172613	145	254	201	231	173	340	229	251	375	281
ENSG00000175482	151	175	124	108	142	160	223	273	236	249
ENSG00000256514	0	0	0	0	0	0	0	0	0	0
ENSG00000274251	0	0	1	2	0	0	0	0	0	0
ENSG00000201684	0	0	1	0	1	0	0	0	0	0
ENSG00000175505	120	145	140	99	148	9	10	7	10	6
ENSG00000275484	0	0	0	0	2	0	2	0	0	1
ENSG00000253024	0	0	0	0	0	0	0	1	0	2
ENSG00000172531	2754	3326	3404	2649	3210	2737	2022	3348	3517	3539
ENSG00000175463	3	4	3	13	5	2	8	1	2	0
ENSG00000172508	14	56	31	42	44	2	6	4	3	3
ENSG00000175634	622	612	703	586	694	496	506	645	590	670
ENSG00000255949	0	0	0	0	0	0	0	0	0	0
ENSG00000172725	2464	2863	2932	2273	2576	3529	3611	4926	4650	5186
ENSG00000213402	0	0	0	0	0	0	0	0	0	0
ENSG00000175514	0	0	0	0	0	0	1	0	0	0
ENSG00000175544	4	7	6	0	2	3	2	0	0	1
ENSG00000172663	362	455	371	292	405	492	747	986	794	710
ENSG00000110711	989	1277	1052	892	1206	1095	1193	1960	1610	1716
ENSG00000276769	1	0	0	0	0	0	0	0	1	1
ENSG00000110697	1691	2272	1867	1886	2088	1201	1566	1952	1701	1934
ENSG00000167797	1043	1219	1137	1098	1313	813	801	1403	1760	2252
ENSG00000167791	0	0	0	0	0	0	0	0	0	0
ENSG00000283257	0	0	0	0	0	0	0	0	0	0
ENSG00000084207	4692	4287	4686	3860	4856	19439	38897	44269	34894	34295
ENSG00000184224	1	0	0	0	1	2	2	2	1	0
ENSG00000255119	0	0	0	0	0	0	0	0	0	0
ENSG00000167792	1646	1976	1954	1639	2091	3063	2930	3370	3296	3373
ENSG00000231793	1	1	5	6	0	3	0	0	4	2
ENSG00000167799	93	78	84	69	86	55	48	72	68	78
ENSG00000167800	0	0	0	0	0	0	0	0	0	0
ENSG00000132744	1	4	5	1	6	2	0	1	1	0
ENSG00000227834	0	0	0	0	0	0	0	0	0	0
ENSG00000132746	0	0	0	0	1	3	0	1	0	0
ENSG00000239559	29	16	13	9	20	67	44	66	60	48
ENSG00000184795	0	0	0	0	0	0	0	0	0	0
ENSG00000235855	0	1	1	1	0	0	0	0	0	0
ENSG00000254447	0	0	0	0	0	0	0	0	0	0
ENSG00000285537	0	0	0	0	0	0	0	0	0	0
ENSG00000254883	0	0	0	0	0	0	0	0	0	0
ENSG00000255147	0	0	0	0	0	0	0	0	0	0
ENSG00000227620	3	1	2	2	6	1	7	1	0	0
ENSG00000160172	69	62	56	57	66	79	137	90	46	63
ENSG00000273819	0	0	0	0	0	2	1	0	0	0
ENSG00000254792	0	0	0	0	0	0	0	0	0	0
ENSG00000251637	0	0	0	0	0	0	0	0	0	0
ENSG00000206587	0	0	0	0	0	0	0	0	0	0
ENSG00000243672	0	0	0	0	0	0	0	0	0	0
ENSG00000254610	0	0	1	0	0	0	0	0	0	0
ENSG00000254850	0	0	0	0	0	0	0	0	0	0
ENSG00000255230	0	0	0	0	0	0	0	0	0	0
ENSG00000255554	2	0	0	0	0	0	0	0	0	0
ENSG00000110057	676	874	727	522	733	1897	1149	1714	2324	1809
ENSG00000006534	783	991	977	887	1069	959	1145	1539	1388	1808
ENSG00000255306	5	8	3	3	10	7	7	5	5	3
ENSG00000110717	1039	1114	1111	857	1104	1690	1584	1996	1823	1808
ENSG00000284293	0	0	0	0	0	0	0	0	0	0
ENSG00000284435	0	0	0	0	0	0	0	0	0	0
ENSG00000110719	887	1138	1172	920	866	694	343	528	737	736
ENSG00000275022	0	2	2	1	0	0	0	0	1	0
ENSG00000255031	9	19	8	19	13	2	2	6	0	1
ENSG00000110721	251	287	308	239	258	711	852	573	732	547
ENSG00000255236	0	0	0	1	1	3	6	3	0	1
ENSG00000110066	650	857	750	841	848	494	591	673	615	562
ENSG00000171067	1990	2288	2249	2317	2489	2348	2245	2701	2357	1878
ENSG00000286369	2	0	2	4	1	1	6	19	8	4
ENSG00000162337	123	57	25	31	64	1336	1076	1319	816	1030
ENSG00000110075	1996	2467	2514	2432	2446	2579	1905	2020	2061	1801
ENSG00000254856	0	0	0	0	0	0	0	0	0	0
ENSG00000260808	1	3	0	4	0	0	0	0	1	0
ENSG00000069482	43	6	8	6	11	4	1	1	6	5
ENSG00000132749	16	57	50	32	26	78	54	68	54	34
ENSG00000110090	686	952	933	511	641	1577	1820	2726	1592	1344
ENSG00000250508	10	1	10	7	7	6	6	0	10	0
ENSG00000197345	285	278	263	238	294	506	512	435	578	442
ENSG00000132740	371	581	492	442	451	752	651	778	690	638
ENSG00000255741	1	3	1	4	6	9	13	10	3	10
ENSG00000172938	0	0	0	1	0	0	1	0	0	0
ENSG00000261625	22	3	11	8	6	0	1	0	0	0
ENSG00000261276	0	0	0	0	0	0	0	0	0	0
ENSG00000172935	339	179	193	178	152	16	24	9	10	2
ENSG00000256508	0	0	0	1	0	0	0	0	0	0
ENSG00000162341	228	286	278	233	224	2108	2000	2846	2720	2741
ENSG00000287725	26	74	33	58	64	36	211	78	17	17
ENSG00000265539	0	0	0	0	0	0	0	1	1	2
ENSG00000260895	0	0	1	1	1	2	1	6	9	13
ENSG00000261070	1	0	2	1	1	0	0	0	0	0
ENSG00000284713	22	40	43	26	23	13	35	7	4	1
ENSG00000172927	63	71	94	61	50	10	4	0	4	2
ENSG00000213275	2	0	2	0	7	39	5	17	23	12
ENSG00000260877	1	1	4	5	0	0	0	0	0	0
ENSG00000259854	1	0	0	0	0	0	0	0	0	0
ENSG00000255980	0	0	0	0	0	0	0	0	0	0
ENSG00000255606	0	0	0	1	0	0	0	0	0	0
ENSG00000261347	0	0	0	0	0	0	0	0	0	0
ENSG00000255774	0	0	0	0	0	0	0	0	0	0
ENSG00000285094	11	6	8	6	12	1	0	0	0	0
ENSG00000110092	16570	18382	18284	14465	14035	6605	1834	1230	1901	2622
ENSG00000149716	191	206	238	192	217	128	201	175	179	190
ENSG00000162344	1	0	0	0	0	0	0	0	0	0
ENSG00000256441	0	0	0	0	0	0	0	0	0	0
ENSG00000075388	0	0	0	0	0	0	0	0	0	0
ENSG00000186895	0	0	0	0	0	0	0	0	0	0
ENSG00000260348	0	0	0	0	0	0	0	0	0	0
ENSG00000260679	0	0	0	0	0	0	0	0	0	0
ENSG00000255191	0	1	0	0	0	0	0	0	0	0
ENSG00000254605	5	0	0	0	0	0	0	0	0	0
ENSG00000248844	0	0	0	0	0	0	0	0	0	0
ENSG00000254417	10	17	6	5	23	0	0	0	0	0
ENSG00000202070	0	0	0	0	0	0	0	0	0	0
ENSG00000131620	372	161	64	37	80	0	0	0	0	0
ENSG00000255143	0	0	0	0	0	0	0	0	0	0
ENSG00000254902	0	0	0	0	0	0	0	0	0	0
ENSG00000168040	373	461	269	241	400	365	572	480	432	379
ENSG00000254721	0	0	0	0	0	0	0	0	0	0
ENSG00000131626	1516	2674	1674	1957	1855	1821	1827	1973	2377	2011
ENSG00000255329	0	1	0	0	0	1	0	0	0	1
ENSG00000254604	4	9	7	5	4	3	6	12	8	3
ENSG00000221333	0	0	0	0	0	0	0	0	0	0
ENSG00000254484	0	0	0	0	0	0	0	0	0	0
ENSG00000255539	0	0	0	0	0	0	0	0	0	0
ENSG00000254495	0	0	0	0	0	0	0	1	0	0
ENSG00000246889	17	21	9	10	7	8	12	8	8	6
ENSG00000085733	5535	6756	5784	5320	5537	6770	4522	4708	5949	5206
ENSG00000162105	18	15	24	2	21	5	33	27	5	13
ENSG00000227726	0	0	0	0	0	0	0	0	0	0
ENSG00000279459	0	0	0	0	0	0	2	3	0	3
ENSG00000226627	0	0	0	0	0	0	0	1	0	0
ENSG00000236262	0	0	0	0	0	0	0	0	0	0
ENSG00000207196	0	0	0	0	0	0	0	0	0	0
ENSG00000280089	0	0	0	0	0	0	0	0	0	0
ENSG00000171671	0	0	0	0	0	0	0	0	0	0
ENSG00000263744	0	0	0	0	0	0	0	0	0	0
ENSG00000286708	0	0	0	0	0	0	0	0	0	0
ENSG00000172900	0	0	0	0	0	0	0	0	0	0
ENSG00000172893	4246	3035	3927	3499	5115	3810	3692	4176	7421	7891
ENSG00000254682	65	25	61	14	61	106	96	60	64	155
ENSG00000172890	669	1045	1002	986	722	1279	1256	1728	1708	1386
ENSG00000278349	0	0	0	0	0	0	0	0	0	0
ENSG00000254924	0	1	1	0	0	0	0	0	0	0
ENSG00000244411	0	0	0	0	0	0	0	0	0	0
ENSG00000241233	0	0	0	1	0	0	0	0	0	0
ENSG00000254997	1	2	1	2	3	2	2	0	0	0
ENSG00000286948	0	0	6	12	5	0	0	0	0	0
ENSG00000204572	1	1	0	0	1	1	0	0	0	0
ENSG00000248903	0	0	0	0	0	0	0	0	0	0
ENSG00000204571	9	2	3	4	1	3	0	0	0	0
ENSG00000249387	3	0	0	0	0	0	0	0	0	0
ENSG00000184055	13	8	8	10	9	0	0	0	0	0
ENSG00000255562	1	1	1	0	0	2	1	0	2	1
ENSG00000255261	0	0	0	0	0	0	0	0	0	0
ENSG00000255415	0	0	0	0	0	0	0	0	0	0
ENSG00000284625	0	0	0	0	0	0	0	0	0	0
ENSG00000239481	0	0	0	0	0	0	0	0	0	0
ENSG00000248671	15	10	15	14	21	4	20	17	5	9
ENSG00000254805	0	0	0	0	0	0	0	0	0	1
ENSG00000254972	0	0	0	0	0	0	0	0	0	0
ENSG00000255319	0	0	0	1	0	0	0	0	0	0
ENSG00000285933	0	0	0	0	0	0	0	0	0	0
ENSG00000158483	117	108	172	114	122	190	184	150	156	130
ENSG00000254978	12	2	10	4	8	5	12	5	7	6
ENSG00000214534	1	1	0	2	0	2	2	0	1	1
ENSG00000184276	0	0	0	0	0	0	0	0	0	0
ENSG00000252902	0	0	0	0	0	0	0	0	0	0
ENSG00000255157	0	0	0	0	0	0	0	0	0	0
ENSG00000254469	6	13	17	13	16	13	4	12	16	10
ENSG00000225805	0	0	1	3	0	0	0	0	0	1
ENSG00000228915	4	1	3	4	1	0	0	0	4	0
ENSG00000254593	2	3	1	2	1	0	0	0	0	0
ENSG00000137522	584	619	592	492	621	663	627	672	609	498
ENSG00000255296	0	0	0	0	0	0	0	0	0	0
ENSG00000137496	24	68	52	56	31	260	29	19	87	24
ENSG00000137497	3414	5178	4608	4262	4560	3243	2787	5046	3860	4122
ENSG00000251143	3	5	2	5	1	3	2	1	2	4
ENSG00000207012	0	0	0	0	0	0	0	0	0	0
ENSG00000263742	0	0	0	0	0	0	0	0	0	0
ENSG00000184154	35	62	53	62	65	32	25	50	61	67
ENSG00000284922	0	0	0	0	0	0	0	0	0	0
ENSG00000149357	1808	2144	2073	1515	1964	2964	3986	5246	3853	3719
ENSG00000284844	0	0	0	0	0	0	0	0	0	0
ENSG00000110200	98	140	160	109	107	85	72	102	157	146
ENSG00000110203	0	0	0	0	0	0	1	0	0	0
ENSG00000257075	0	0	0	0	0	0	0	0	0	0
ENSG00000256518	0	0	0	0	0	1	0	0	2	0
ENSG00000204971	0	0	0	0	0	0	0	0	0	0
ENSG00000255860	0	0	0	1	0	0	0	0	0	0
ENSG00000110195	2	11	5	1	1	0	0	0	0	0
ENSG00000165457	0	2	0	0	0	0	0	0	1	0
ENSG00000165458	5080	6200	6313	6015	5862	5068	5672	7030	6090	6558
ENSG00000165462	0	0	0	0	0	0	0	0	0	0
ENSG00000228286	0	0	0	0	1	3	4	0	0	1
ENSG00000285864	0	0	0	0	0	0	0	0	0	0
ENSG00000213365	0	1	1	0	1	1	3	3	0	2
ENSG00000162129	566	676	689	652	707	891	829	880	926	793
ENSG00000255843	1	0	2	0	2	0	0	0	0	0
ENSG00000256739	0	0	0	0	0	0	0	0	0	0
ENSG00000255672	0	0	0	0	0	0	0	0	0	0
ENSG00000256403	0	0	0	0	0	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0	0	0	0	0
ENSG00000238048	0	0	0	0	0	0	0	0	0	0
ENSG00000276109	0	0	0	0	0	0	0	0	0	0
ENSG00000274664	0	0	0	0	0	0	0	0	0	0
ENSG00000227467	0	0	0	0	0	8	3	0	0	0
ENSG00000186642	15	10	11	28	22	7	14	11	5	8
ENSG00000256633	0	0	2	0	0	4	2	0	0	0
ENSG00000272036	0	0	0	0	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	0	0	0	0	0	0
ENSG00000255808	0	0	0	0	1	0	0	0	0	0
ENSG00000186635	2036	2677	2590	2262	2227	2191	2080	3020	2531	3020
ENSG00000256007	0	0	0	0	0	0	0	0	0	0
ENSG00000286555	1	2	3	5	4	4	2	1	12	4
ENSG00000245148	0	6	1	4	0	0	1	0	4	0
ENSG00000244134	2	0	0	2	1	0	0	0	0	0
ENSG00000214530	142	191	197	125	224	302	633	767	541	625
ENSG00000202522	0	0	0	0	0	1	0	0	0	0
ENSG00000265064	0	0	0	0	0	0	0	0	0	0
ENSG00000285693	7	7	7	5	16	13	23	63	35	18
ENSG00000168010	106	252	201	213	139	162	169	244	191	204
ENSG00000137478	268	325	323	293	343	228	169	217	336	214
ENSG00000206638	0	0	0	0	0	0	0	0	0	0
ENSG00000234751	0	4	2	0	7	8	3	13	29	10
ENSG00000256568	0	0	0	0	0	0	0	1	1	0
ENSG00000215841	0	0	0	0	0	0	0	0	0	0
ENSG00000175591	0	1	0	2	0	0	0	0	1	0
ENSG00000260401	0	0	0	0	0	0	0	0	0	0
ENSG00000256347	0	0	0	0	0	0	0	0	1	0
ENSG00000171631	0	0	0	0	0	2	21	6	7	4
ENSG00000257038	30	17	16	24	27	19	34	24	36	44
ENSG00000110237	1802	2041	2122	2143	1979	2437	3093	3722	2978	3895
ENSG00000054967	115	105	151	121	114	85	147	60	71	67
ENSG00000256928	0	0	0	0	0	0	0	0	0	0
ENSG00000054965	2316	2879	2700	2789	2776	1924	1860	2743	2476	2481
ENSG00000256448	0	1	0	0	0	0	0	0	0	0
ENSG00000255786	0	0	0	0	0	0	0	0	0	1
ENSG00000256148	0	5	0	1	5	8	8	12	22	9
ENSG00000231726	0	0	1	0	0	0	0	0	0	0
ENSG00000270323	0	0	0	0	0	0	0	0	0	0
ENSG00000021300	1234	2126	2086	1567	1378	390	552	1124	822	566
ENSG00000175582	3477	3587	3981	3520	3766	2922	3591	3964	3509	2889
ENSG00000255928	0	0	0	0	0	0	0	0	0	0
ENSG00000256034	0	0	0	0	0	0	0	0	0	0
ENSG00000175581	324	348	317	308	338	359	376	440	408	329
ENSG00000199975	0	0	0	1	0	0	0	0	0	0
ENSG00000256681	0	0	0	1	0	0	0	0	1	0
ENSG00000181924	698	740	753	606	853	975	833	1133	1020	812
ENSG00000175575	229	335	315	317	332	520	506	743	586	530
ENSG00000256898	1	3	0	2	3	5	1	2	5	1
ENSG00000187726	0	0	0	0	0	2	0	1	0	0
ENSG00000255847	0	0	0	0	0	0	0	1	0	0
ENSG00000175567	155	198	125	151	209	30	18	9	58	74
ENSG00000287425	0	0	0	0	2	0	0	0	0	0
ENSG00000256189	0	0	0	0	0	0	0	1	0	0
ENSG00000256723	0	0	0	0	0	1	0	1	0	1
ENSG00000175564	10	17	19	16	15	27	9	31	13	16
ENSG00000168014	558	740	616	619	659	805	617	752	649	619
ENSG00000256098	0	0	0	0	0	0	0	0	0	0
ENSG00000214517	833	918	998	840	919	1826	2006	2247	1716	1426
ENSG00000284736	0	0	0	0	0	0	0	0	0	0
ENSG00000280269	0	0	0	0	0	0	0	0	0	1
ENSG00000149380	143	338	73	49	63	6	2	1	3	3
ENSG00000206913	2	1	0	2	2	1	0	1	2	1
ENSG00000246211	0	0	0	0	0	0	0	0	0	0
ENSG00000165434	546	931	970	942	851	163	270	280	213	171
ENSG00000212961	0	0	0	0	1	1	0	1	0	1
ENSG00000254631	0	0	0	0	0	0	0	0	0	1
ENSG00000255440	0	0	0	0	0	0	0	0	0	0
ENSG00000264402	0	0	0	0	0	0	0	0	0	0
ENSG00000175538	31	62	49	43	51	22	27	29	41	27
ENSG00000254928	0	0	0	0	0	0	0	0	0	0
ENSG00000255444	0	0	0	0	0	0	0	0	0	0
ENSG00000254974	0	0	0	0	0	0	2	1	0	1
ENSG00000175536	11	24	32	21	36	56	48	53	50	45
ENSG00000254837	43	77	54	43	64	63	74	148	108	74
ENSG00000077514	226	384	359	288	323	416	235	215	241	199
ENSG00000254500	0	0	0	0	0	0	0	0	0	0
ENSG00000223202	0	0	0	0	0	0	0	0	0	0
ENSG00000054938	1	0	0	0	0	0	0	0	0	0
ENSG00000279353	0	0	0	0	0	0	0	0	0	0
ENSG00000265902	0	0	0	0	0	0	0	0	0	0
ENSG00000241097	0	0	0	0	0	0	0	0	0	0
ENSG00000227615	65	63	41	46	76	208	165	396	341	183
ENSG00000166439	421	461	523	529	528	608	313	322	415	466
ENSG00000166435	115	133	127	115	125	140	230	308	237	232
ENSG00000278879	0	0	2	3	2	1	2	1	2	2
ENSG00000242999	0	0	0	0	1	0	0	0	1	1
ENSG00000241170	1	4	5	7	5	7	0	2	2	1
ENSG00000286943	0	0	1	0	0	0	1	0	1	0
ENSG00000118363	1221	1316	1277	1143	1476	1116	1300	1562	1393	1146
ENSG00000200152	0	0	5	1	0	2	0	0	0	1
ENSG00000162139	208	253	269	253	282	618	1087	1195	815	752
ENSG00000284722	0	0	0	0	0	3	1	3	4	2
ENSG00000234611	0	0	0	0	0	0	0	0	0	0
ENSG00000213333	0	0	0	0	0	0	0	0	0	0
ENSG00000171561	0	0	0	0	0	0	1	0	0	2
ENSG00000255395	0	0	0	0	0	0	2	0	4	2
ENSG00000137491	0	0	0	0	0	19	70	42	6	10
ENSG00000254475	0	0	0	0	0	0	0	0	0	0
ENSG00000255136	0	0	0	0	0	3	6	4	3	2
ENSG00000255460	0	0	0	0	0	0	0	0	0	0
ENSG00000261594	5	6	12	10	13	424	885	925	499	474
ENSG00000137486	537	551	446	460	523	877	1020	1195	1110	1554
ENSG00000254429	0	0	0	0	0	0	0	0	0	0
ENSG00000279117	0	0	0	0	0	0	0	0	0	0
ENSG00000254963	0	0	0	0	0	0	0	0	0	0
ENSG00000199090	0	0	0	0	0	0	0	0	0	0
ENSG00000149273	9274	9994	8281	6183	9371	13160	14513	18504	17501	18430
ENSG00000206941	0	0	0	0	0	0	0	0	0	0
ENSG00000207445	1	2	0	0	0	1	1	0	0	0
ENSG00000149243	28	35	27	23	29	18	33	101	83	93
ENSG00000158555	138	175	147	182	195	919	1037	2554	1720	2306
ENSG00000254460	0	0	0	0	0	0	0	0	0	0
ENSG00000149257	23080	21728	21033	17487	19234	6210	6140	8488	7355	7040
ENSG00000255326	4	3	2	1	5	5	14	7	12	2
ENSG00000171533	67	79	47	65	114	28	22	36	52	31
ENSG00000255434	4	1	1	2	1	3	19	3	4	0
ENSG00000254630	0	0	0	0	0	0	0	0	0	0
ENSG00000255280	0	0	1	0	2	0	1	0	0	0
ENSG00000166391	0	0	0	0	1	0	0	0	1	0
ENSG00000263993	0	0	0	0	0	0	0	0	0	0
ENSG00000247867	0	0	0	0	0	0	0	0	0	0
ENSG00000062282	34	36	30	21	24	17	26	16	18	18
ENSG00000254826	0	0	0	0	0	0	0	0	0	0
ENSG00000254814	0	0	0	0	0	0	0	0	0	0
ENSG00000255507	1	0	1	1	3	0	10	12	2	10
ENSG00000198382	428	496	489	377	420	884	784	886	935	735
ENSG00000200256	0	0	0	0	0	0	0	0	0	0
ENSG00000199362	0	0	0	0	0	0	0	0	0	0
ENSG00000255255	0	0	1	0	0	0	0	0	0	1
ENSG00000255081	0	0	0	0	0	0	0	0	0	0
ENSG00000223013	0	0	0	0	0	0	0	0	0	0
ENSG00000254915	0	0	0	0	0	0	0	0	0	0
ENSG00000255421	0	1	2	0	1	0	0	0	0	1
ENSG00000085741	19	4	1	0	2	6	7	4	1	1
ENSG00000254933	0	0	0	0	0	0	0	0	0	0
ENSG00000255362	0	0	0	1	1	2	7	0	0	0
ENSG00000137492	588	623	621	593	642	524	559	542	573	343
ENSG00000179240	29	51	42	56	45	50	50	32	36	19
ENSG00000201756	0	0	0	0	0	0	0	0	0	0
ENSG00000255135	34	40	37	30	32	17	56	45	48	34
ENSG00000158636	555	650	666	677	590	551	504	528	376	416
ENSG00000254755	0	0	0	0	0	0	0	0	0	0
ENSG00000255363	0	0	0	0	0	0	0	1	0	1
ENSG00000255479	0	0	0	0	0	0	0	0	0	0
